Código,Descripción,Cantidad,Formato,Costo de Compra,Precio de Venta
2667,ALOGENO  ROMP.  NIEBL.  CHICO  1 PAR,0,PZA,0,85.0
2668,MANG.  MLLU  NEGR.  GOMA  9.5 9X14  3/8,25,PZA,0,20.0
2669,MANG.  MLLU  NEGR.  GOMA  12.0 12X17  1/2,25,PZA,0,20.0
2670,MANG.  SIL.  TRANS.  9MM. X 13.5MM EXT.,25,PZA,0,20.0
2671,MANG.  SIL.  TRANS.  10MM. X 15MM.  EXT.,25,PZA,0,20.0
2672,MANG.  SIL.  TRANS.  12.7MM. X 17.7MM. DIAM.,25,PZA,0,22.0
2673,OCTANO  CYCLO  BOOST 350ML,6,PZA,0,35.0
2674,"AGUA  BAT.  DESTILADA  TIO AVELINO 1,5  LIT.",2,PZA,0,15.0
2675,FIL.  AIRE  FDP  FA-153  COMPRESORA (EMP. 325),1,PZA,0,95.0
2676,BAT.  TNT  120AH.  N120,0,PZA,0,1200.0
2677,BAT.  TNT  150AH.  N150,1,PZA,0,1580.0
2678,BAT.  MOTO  TNT  12N-7 4B  7AH.,8,PZA,0,300.0
2679,BAT.  MOTO  TNT  12N-5L. 3B  5AH.,10,PZA,0,290.0
2680,BAT.  MOTO  TNT  12N-5  4B  5AH,10,PZA,0,300.0
2681,BAT.  MOTO  TNT  12N-12L. 3B  12AH.,3,PZA,0,300.0
2682,BAT.  MOTO  TNT  12N-12 4B  12AH.,0,PZA,0,300.0
2683,CORR.  MITSUBOSHI  13X575  A  23,8,PZA,0,25.0
2684,CORR.  MITSUBOSHI  13X686  A  27,3,PZA,0,28.0
2685,CORR.  MITSUBOSHI  13X710  A  28,8,PZA,0,28.0
2686,CORR.  MITSUBOSHI  13X775  A  31,3,PZA,0,29.0
2687,CORR.  MITSUBOSHI  13X1168  A  46,0,PZA,0,30.0
2688,CORR.  MITSUBOSHI  13X1270  A  50,4,PZA,0,35.0
2689,CORR.  MITSUBOSHI  13X1320  A  52,2,PZA,0,35.0
2690,CORR.  MITSUBOSHI  13X1550  A  61,5,PZA,0,35.0
2691,CORR.  MITSUBOSHI  13X1676  A  66,0,PZA,0,35.0
2692,CORR.  MITSUBOSHI  13X1725  A  68,0,PZA,0,35.0
2693,CORR.  MITSUBOSHI  13X1775  A  70,0,PZA,0,35.0
2694,CORR.  MITSUBOSHI  13X1800  A  71,1,PZA,0,36.0
2695,CORR.  MITSUBOSHI  13X1825  A  72,4,PZA,0,38.0
2696,FIL.  ACEIT.  FILGO  LF-111,5,PZA,0,28.0
2697,FIL.  ACEIT.  TOYOTA  90915 1030002 OBSERVA.,1,PZA,0,40.0
2698,BUJIA  NGK  2526,6,PZA,0,25.0
2699,BUJIA  NGK  6130  COLOR VERDE,2,PZA,0,25.0
2700,AGUJA  MAGNETICA  CON  2  CABLES.,1,PZA,0,0.0
2701,BAT.  SX  75AH.  85D26L,0,PZA,0,700.0
2702,BAT.  SX  65AH.  75D23R,2,PZA,0,630.0
2704,CHICLERA DE CARB.  NISSAN  825,0,PZA,0,10.0
2709,BAT.  TOYO  100 AH.  N 100 R,2,PZA,0,1050.0
2711,CINTURON  PLAST.  5X400  NEGRO.,41,PZA,0,2.0
2712,CINTURON  PLAST  5X400  BLANCO,50,PZA,0,1.200000047683716
2713,CINTURON  PLAST.  5X150  PLAST.  BLANCO.,50,PZA,0,0.5
2714,FLASH.  TRIFA  TRP 21200,9,PZA,0,1.200000047683716
2715,AMPERI.  REINSA  12V. AZUL  60AMP-.,-5,PZA,0,45.0
2716,FIL.  HIBARI  GAS.  16400 - V2700  NIS.,1,PZA,0,28.0
2717,FOCO  TRIFA  HALOG.  H4  100/90W,-8,PZA,0,35.0
2718,EMPAQ.  DE ESCAPE  TOYOTA  CHICO,0,PZA,0,20.0
2719,LIQ.  HIDRAUL.  XCEL  UNIV.  SYNT.  CVT  LITRO.,13,PZA,0,58.0
2721,BAT.  PANASONIC  45 AH.  TC - 46B24L-S,13,PZA,0,670.0
2722,GOTITAS  DE  UYUSTOLS,8,PZA,0,2.5
2724,FIL.  FUEL FILTER COMB.  FSP 72/2  VOLVO,0,PZA,0,25.0
2725,FIL.  TOYOFIL  COMB.  PH 3619  AUTOTE.,7,PZA,0,25.0
2726,BUJ.  NGK  IRIDIUM  6341,0,PZA,0,65.0
2727,FLASH.  MARELIA  IM11423 3 SAL. NARANJ.,14,PZA,0,30.0
2728,GATA  DE 2 TONELADA,0,PZA,0,70.0
2729,FIL.  AIRE  AIR  FILTER  (TP-IS- 5303-0)  CHEV.,40,PZA,0,45.0
2730,FIL.  GAS.  FUEL  FILTER   23300-19145  TOY. COR.,94,PZA,0,35.0
2731,CABL.  BUJIA  SEIWA  90919-22327         TAIW.  COMER.,3,PZA,0,130.0
2732,CABL.  BUJIA  SEIWA  90919-22373  TOY.  CORR  TAIW. 3S.,86,PZA,0,120.0
2733,TAPA  DISTRIBUIDOR   19101-11060  CAJA  BLANCA.,86,PZA,0,65.0
2734,ANTIC.  COOLANT  GAL. BLAN. 2L.,0,PZA,0,35.0
2736,AFLOJA TODO  WI - 400   400ML.,2,PZA,0,35.0
2737,CARBON  DE  ALTER.  FTX - 315  NISS.,-31,PZA,0,13.0
2738,BAT.  HELIAR  45 AH.  F45BD  FREE. CJ./BLAN.,0,PZA,0,630.0
2739,FIL.  AIRE  AIR  FILTER NNP  16546-V0100-N NISS. C/NEG.,-124,PZA,0,40.0
2740,BOBI.  ELEC.  90919-02164  TOY CORR. ORIG.,0,PZA,0,160.0
2741,OCTANE  JOHNSEN.  NARANJ.,0,PZA,0,35.0
2742,FOCO  TRIFA  CUÑA  12V.  MEDIANO  AMERICANO.,41,PZA,0,18.0
2743,FOCO  TRIFA  CUÑA  12V.  GRAND.  JAPONES.,9,PZA,0,18.0
2744,FOCO  TRIFA  CUÑA  12V.  CON  PLASTIC.  1 CONT.,9,PZA,0,18.0
2745,HALOG.  TRIFA  H4  12V. AZUL  60/55W.  CAJA.,14,PZA,0,45.0
2746,FIL.  AIRE  AIR  FILTER  17801-11030.,0,PZA,0,30.0
2747,CHICOTILLO  NUEVO  Nº27,0,PZA,0,130.0
2748,LIMP.  INYECT.  STP  DIESEL  AMAR. 591ML.,7,PZA,0,45.0
2752,LIQUID.  HIDRAUL.  AKRON  DEXTRON  III  LITRO,0,PZA,0,45.0
2753,ACEIT.  AMALIE  40  GAS  GAL.,2,PZA,0,145.0
2754,ACEIT.  AMALIE  5W50  LITRO,15,PZA,0,55.0
2755,ARRANC.  MOTOR  ECOM-104-P  400ML.,1,PZA,0,38.0
2756,LUBRICANT.  CADENA  ECOM  240ML.,4,PZA,0,35.0
2757,PAST.  DE  FRENO  BRAKE PAD  D562,4,PZA,0,80.0
2758,RELAY  TR  3 SAL. 12V  TRP 212000,25,PZA,0,45.0
2759,BOCI.  FIAMM KBC 99  CARACOL  UNIV.  12V  PAR,-1,PZA,0,150.0
2760,BOCI.  FIAMM  HK 99  PLANO  UNIV. 12V  PAR,2,PZA,0,150.0
2761,ACEIT.  XCEL  20W50  DIESEL  BAL.,2,PZA,0,520.0
2763,CILINDR.  DE  EMBRAG.  AUTOLINE CORTO  CJA.  PLOMO,0,PZA,0,105.0
2764,BOM.  GAS. HIBARI  SUMERGIBLE  HEP-02R,6,PZA,0,160.0
2765,BOM.  GAS.  MECANIC  KYOSAN  5A TAIW.,8,PZA,0,110.0
2766,BOM.  GAS.  MECANIC.  KYOSAN  3Y  TAIW.,0,PZA,0,110.0
2767,BUL.  TEMPER.  SANKEI  89422-35010  TAIW.  IPSU.,30,PZA,0,40.0
2768,BUL.  TEMPER.  SENKEI  89428-12160   TAIW.,31,PZA,0,45.0
2769,BUJIAS  NGK  BKR5EKB-11  3967  2 ELECT.,42,PZA,0,30.0
2770,VALVULA  AIRE  SANKEI  RECTO  KP-104 12204-15030,6,PZA,0,20.0
2771,VALVULA  AIRE  SANKEI  L  KP-106  12204-10040,6,PZA,0,25.0
2772,BUJIAS  NGK  BP5EY  7327  GRUES.,19,PZA,0,20.0
2773,BOM.  GAS.  MECNIC.  NISSEKI  17010-53Y25  3Y,0,PZA,0,105.0
2774,CHAP.  PUERT.  LIXIANG  CORTO  C/VERDE NISS.,7,PZA,0,35.0
2775,CHAP.  PUERT.  LIXIANG  LARGO  C/VERDE,7,PZA,0,35.0
2776,ACEIT.  XCEL  4TIEMPO  10W40  SG.  LITRO,24,PZA,0,38.0
2777,HALOG.  TRIFA  H1  12V 100W -P14 (1635) C/CB,5,PZA,0,30.0
2778,HALOG.  TRIFA  H3  12V 100W PK22 (1638),10,PZA,0,30.0
2779,HALOG.  TRIFA  H1  12V  55W  (1655),8,PZA,0,25.0
2780,HALOG.  TRIFA  12V  100/90W P43  (1670),27,PZA,0,45.0
2781,"FOCO  TRIFA  CUÑA   PIOJO  12V  1,2W (1702)",20,PZA,0,3.5
2782,FIL.  AIRE  BESTE  BO-AA090,5,PZA,0,48.0
2783,FIL.  AIRE  BESTE  B01924B  SUZUKI,7,PZA,0,35.0
2789,FUSIBLE  TRIFA  NORMAL  7.5 AMP.,200,PZA,0,2.0
2790,FUSIBLE  TRIFA  DE LAMINA 10 AMP.  ROJO NORM.,100,PZA,0,2.0
2791,FUSIBLE  TRIFA  DE  LAMINA  15 AMP.  AZUL  T/N.,99,PZA,0,2.0
2792,FUSIBLE  TRIFA  DE  LAMINA  20 AMP.  AMARI.  T/N,100,PZA,0,2.0
2793,FUSIBLE  TRIFA  DE LAMINA  30 AMP.  VERDE  T/N,94,PZA,0,2.0
2796,FIL.  AIRE  FDP  FA-2672  VW. BRASILIA,1,PZA,0,35.0
2797,CABL.  BUJ.  SEIWA  90919-22325  TOY. 4E/5E-FE TERCEL 91  STARLETSPR,27,PZA,0,200.0
2798,CABL.  BUJ.  SEIWA  22450-12G25  NIS.TERRANO  VG.30 87/10-89/010 WHYD21,4,PZA,0,200.0
2799,CABL.  BUJ  SEIWA  22450-0W025  NIS.TERR. VG33E  96/08/04/012 PATHINF LR50/JLR50,0,PZA,0,160.0
2800,CABL.  BUJ.  SEIWA  22450-H5051  NIS.A12/A14.,2,PZA,0,99.0
2801,CABL.  BUJ.  SEIWA  33705-57B21/20  SUZUKI  VITARA  G6A 91/LB11S.,3,PZA,0,195.0
2802,BOM.  GAS.  ELECTR.  CILINDRO  EXTERIOR  P/INY.  E80121S.,25,PZA,0,250.0
2803,BOM. GAS  HEP-02A-Y  UNIV.  CON  CONECT. H02. 120717,70,PZA,0,95.0
2804,FIL.  GAS.  TP- 79235  IMPOR.  23300-79235.,79,PZA,0,30.0
2805,DISC.  EMBRAG. CLUT. TOY.  4AG/4A/5A/3E/16080,10,PZA,0,0.0
2806,BUL.  DE  FRENO  SWITCH  BNI6165  IMPOR.  TAIW. CAJ. BLAN.  AMR.  AZUL.,100,PZA,0,20.0
2807,BUL.  FRENO  XX66558  SWITCH D/LUZ  D/ LUIZ D/FRENO   TOY.  NIS.,50,PZA,0,20.0
2808,SOQUET.  H4  CS-H4  SOKET  DE  CERAMICA   EN  BOLSA  EN PAR.,698,PZA,0,8.0
2809,SOKET  CS-H7  SOKET  DE  CERAMICA  EN  BUL.  H7.,100,PZA,0,7.0
2810,SOKET  CWS-H7W  SOCKET  DE  CERAMICA  H7  EN  BUL  .,100,PZA,0,6.0
2816,PINT.  OCI  BLANCO  Nº 2  300ML.,0,PZA,0,18.0
2817,BOM.  ACET.  SUZ. G10/G13/SWIFT/SPF16100-82811,2,PZA,0,158.1300048828125
2818,BOMB. ACEIT. TOY.5E-FE/TERCEL 1.5C 15100-11110,0,PZA,0,149.8699951171875
2819,BOMB. AUX.CLUTCH TOY .3/4 VIGO KU_ 31470-0K030,0,PZA,0,44.45000076293945
2820,BOMB. AUX.CLUTCH TOY ..EL50/TERCEL 31470-10040,0,PZA,0,77.06999969482422
2821,BOMB. AUX.CLUTCH TOY .YARIS/1NZ_ T 31470-52011,-1,PZA,0,53.61999893188477
2822,BOMB. FRENO 13/16 TO Y .RN60/HILUX 8 47201-35470,0,PZA,0,288.8200073242188
2823,BOMB. GAS. TOY. COROLL A 3F/TP742 87.23100-61100,0,PZA,0,71.05000305175781
2824,BOMB. PPAL.FRENO 13/16 TOY .KE70E/T 47201-12260,0,PZA,0,161.4199981689453
2825,BUJE LEVAS  C9301A  STD. TOY .FJ40/60 59/84 2F/3F_ J 11802-60011-STD.,0,PZA,0,58.09999847412109
2826,CASQ.BIELA NIS.YD22/YD25 XTRAIL/FRO 12111-EB70A-STD --MS-1229A,2,PZA,0,56.77000045776367
2827,CAS. BANC.  M2505A - STR. NIS .QR25DE/XTRA 12207-6N210-STD  M2505A,0,PZA,0,107.1699981689453
2828,CAS. BANC. NIS .  M2505A -025 QR25DE/XTRA 12207-6N210-025 -- M2505A,0,PZA,0,119.6999969482422
2829,CASQUETE BANCADA NIS .URVAN NA2_ 12207-85G00-STD,4,PZA,0,76.86000061035156
2830,CASQUETE BANCADA SUZ .F8A/F10A_ JA 12300-73811-025,3,PZA,0,92.47000122070312
2831,CASQUETE BANCADA TOY .1RZ/2RZ/3RZ. 11701-75010-STD,4,PZA,0,120.6100006103516
2832,CAS.  BANC.  M9080A  STD.  TOY .1TR-FE/2TR-FE 11701-75031-STD.,1,PZA,0,130.4799957275391
2833,CAS.  BANC. M9080A  025  TOY .1TR-FE/2TR-FE 11701-75031-025 .,0,PZA,0,143.4299926757812
2834,CAS.  BANC. TOY .1TR-FE/2TR-FE 11701-75031-050 -- M9080A.,-1,PZA,0,143.0800018310547
2835,CAS.  BANC. TOY .2A/3A/4A/5A/  11701-15030-STD  M9028A,15,PZA,0,93.80000305175781
2836,CAS.  BANC. TOY .2A/3A/4A/5A/ 11701-16010-025  --M9028A.,5,PZA,0,98.62999725341797
2837,CAS.  BANC.  TOY .F/2F  75/_JAF 11702-60013-050 -- M9302A,2,PZA,0,105.0699996948242
2838,CASQUETE BIELA DAI.T ERIOS K3_ JAPA 13041-97401-STD,2,PZA,0,94.5
2839,CASQUETE BIELA ISU.2 300/WFR/4ZC1/4  8-94101-041-0-025,2,PZA,0,64.81999969482422
2840,CASQUETE BIELA ISU .2 300/WFR/4ZC1/4  8-94101-041-0-050,2,PZA,0,70.06999969482422
2841,CASQUETE BIELA MIT .6 G 74/V6/PAJERO_ MD311928-050,2,PZA,0,54.25
2842,CASQUETE BIELA MIT.L 300 4G63/30/31/3 MD002813-025,3,PZA,0,45.0099983215332
2843,CASQUETE BIELA NIS.L 20/24/26/28/ 6CY 12111-73400-025,6,PZA,0,69.6500015258789
2844,CASQUETE BIELA NIS.L 20/24/26/28// 6CY  12111-73400-050,2,PZA,0,55.72000122070312
2845,CASQUETE BIELA SUZ.S J413 G13A/G13E 12100-82810-025-4CYL,4,PZA,0,73.1500015258789
2846,CASQUETE BIELA SUZ.S J413 G13A/G13E 12100-82810-050-4CYL,3,PZA,0,65.66000366210938
2847,CASQUETE BIELA SUZ.S J413 G13A/G13E 12100-82810-075-4CYL,2,PZA,0,74.41000366210938
2848,CASQUETE BIELA SUZ.S J413 G13A/G13E 12100-82810-100-4CYL,2,PZA,0,71.68000030517578
2849,CASQUETE BIELA TOY .1 E/2E/3E M/84/86 13041-10020-025,2,PZA,0,75.66999816894531
2850,CASQUETE BIELA TOY .1 RZ/2RZ/3RZ/HIA 13041-75010-050,3,PZA,0,85.95999908447266
2851,CASQUETE BIELA TOY .1 Y/2Y/3Y HILUX 8 13041-71020-025,5,PZA,0,59.5
2852,CASQUETE BIELA TOY .2/3T_ JAPAN    13202-25010-STD,5,PZA,0,49.97999954223633
2853,CASQUETE BIELA TOY .2/3T/12T/13T/  71/8 13202-25010-025,5,PZA,0,54.31999969482422
2854,CAS.BIELA  R9028A  025  TOY .2 AL/3A-C/4A-C_ J 13041-15030.,12,PZA,0,67.19999694824219
2855,CASQUETE BIELA TOY .6R/8R/16R/18R/2C 13202-38011-025,2,PZA,0,55.36999893188477
2856,CASQUETE BIELA TOY .F /2F 73/84_ JAPA 13202-60011-025,2,PZA,0,71.12000274658203
2857,CASQUETE BIELA TOY .F /2F 73/84_JAPA 13202-60011-050,2,PZA,0,74.12999725341797
2858,CASQUETE BIELA TOY .HILUX 82/ 1Y/2Y/  13041-71020-050,2,PZA,0,62.5099983215332
2859,CASQUETE BIELA TOY .T /2T/3T/12T/13T 7  13202-25010-050,2,PZA,0,53.97000122070312
2860,NUEVO,0,PZA,0,108.0800018310547
2861,GUIA VALV.ESCAPE NIS .VANETTE KA24  13213-40F60,80,PZA,0,2.380000114440918
2862,MEDIALUNA TOY .1TR-FE/2TR-FE-HILUX-  11011-75020-STD,10,PZA,0,19.8799991607666
2863,TROMPO MOTOVENTILADOR  SWIFT/SP  17680-50F00,0,PZA,0,30.17000007629395
2864,VALVULA ADM. TOY/1Y/2Y/3Y/HILUX 8  13711-71010,0,PZA,0,25.27000045776367
2865,FIL.  AIRE  FILGO  FAS-KA  SUBARU,124,PZA,0,55.0
2866,FIL.  AIRE  FILGO  FAT-46,17,PZA,0,45.0
2867,LIMP.  INYECT. JOHNSEN.  BLANCA,0,PZA,0,35.0
2868,FIL.  AIRE  FILGO  17801-11090 (FAT-90),72,PZA,0,40.0
2869,CORR.  MITSUBOSHI  13X560  A 22,5,PZA,0,35.0
2870,CORR.  MITSUBOSHI  13X610  A 24,4,PZA,0,35.0
2871,CORR.  MITSUBOSHI  13X630  A 25,4,PZA,0,35.0
2872,CORR.  MITSUBOSHI  13X650  A 26,5,PZA,0,35.0
2873,CORR.  MITSUBOSHI  13X730  A 29,5,PZA,0,35.0
2874,CORR.  MITSUBOSHI  13X889  A 35,5,PZA,0,35.0
2875,CORR.  MITSUBISHI  13X1016  A 40,2,PZA,0,38.0
2876,CORR.  MITSUBOSHI  13X1422  A 56,5,PZA,0,40.0
2877,BAT.  TNT  45 AH  NS60L  BOR. GRUES.,3,PZA,0,550.0
2878,FIL.  AIRE  FDP  FA-262  MAZDA,6,PZA,0,85.0
2879,AMORT/DEL PATENTADO TOY IPSUM/CALDINA MODERNO  30CNT  APROX  LH (LB-15L-HDY),6,PZA,0,123.9000015258789
2880,AMORT/DEL PATENTADO TOY IPSUM/CALDINA MODERNO 30 CNT  APROX RH (LB-14R-HDY),6,PZA,0,123.9000015258789
2881,AMORT  TRAS  R/L  NOHA  LITE  ACE  97/02 (343358-Y),10,PZA,0,53.20000076293945
2882,AMORTIG. R/L  NOAH  LITEACE  97/02 (343357-Y),10,PZA,0,53.20000076293945
2883,AMORT/TRAS  PATENTADO  C/ROSCA  TOY TURING  4X4  LH (YOI-171-HDL),6,PZA,0,123.9000015258789
2884,AMORT/TRAS PATENTADO  C/ROSCA  TOY  TURING  4X4  RH (YOI-171-HDR),6,PZA,0,123.9000015258789
2885,AMORTI DEL TOY CALDINA  L  YOITOKI (48530-20861-L-Y),6,PZA,0,123.9000015258789
2886,AMORTI. DEL  TOY CALDINA  R  YOITOKI (48530-20861-R-Y),6,PZA,0,123.9000015258789
2887,CABLE  FRENO  MANO  TOY/EE90/CE90/AE  PEQUEÑO (46410-12160),50,PZA,0,16.79999923706055
2888,TOPE AMORT.HYU.ACCEN. T(POLIURE SHIBUMI)  BS-002,44,PZA,0,30.0
2889,BOMBA ELECT GAS SUMERG.TOY HILUX  VIGO 2TR-FE 2700CC.FORTUNER SW4 (GIP--505-JAP),0,PZA,0,266.7000122070312
2890,TOPE AMOR. HYU ACCEN T POLIURE SHIBUMI (BS-002),6,PZA,0,30.0
2891,TOPE AMORT. DEL.CORSA TODOS(POSHIBUMI)  BS-003,50,PZA,0,30.0
2892,BOM. GAS. ELECT. MIT/N IS/TOY/MAZ. HIBARI  E8235,0,PZA,0,130.0
2893,FIL.  GAS. HYU.ACCEN T/VERNA_J HIBARI  23300-25000,50,PZA,0,35.0
2894,BOBI.  HIBARI  SIN SOPR. USAR 12V  C1Z-500,35,PZA,0,70.0
2895,BOM.  AGUA  NNP  16110-19135 NEGRO GWT-83A TY AA/5A,20,PZA,0,150.0
2896,BOM.  AGUA  NNP  16110-79025 NEGR. GWT-77A TY 3SGE,20,PZA,0,150.0
2897,BOM.  AGUA  NNP  21010-85G25 NEGR. GWN-54 NS NA20,20,PZA,0,170.0
2898,SOPORT.  MOTOR  12371-11430 DM TY  COR. AE100,46,PZA,0,95.0
2899,CABL.  BUJIA.  SEIWA  90919-22211 4A/5A TOY  TAIW.,40,PZA,0,120.0
2900,"JUNTA   CV  JOINT  HBK/EMIC 26-56-23 TY 2A,3A,4A 2E,3E(TA-01A-02-H)",59,PZA,0,100.0
2901,ROD.  TIPO  VEHICULO  003222-020,36,PZA,0,90.0
2902,ROD.  TIPO  VEHICULO  003222-021.,36,PZA,0,90.0
2903,BOMBA  CLUTH  MARCA J.T. TIPO: VEHICULO COR.,20,PZA,0,120.0
2904,ROD.  MODELO : NS  SUNNY  TIPO:  VEHICULO DAC-3874.,47,PZA,0,90.0
2905,BOBINA  ENCENDIDO  TIPO :VEHICULO  CAJA BLANCA.,18,PZA,0,150.0
2906,SOQUET.  H4  PORC.  XINSEN,401,PZA,0,6.0
2907,SOQUET.  H7  PORCEL.  VERDE.,405,PZA,0,6.0
2908,SOQUET.  9005  PORCEL.  AZUL. BLANCO,405,PZA,0,7.0
2909,SOQUET.  9006  PORCEL.  NARANJ. BLANCO.,405,PZA,0,6.5
2910,SOQUET.  MEDIA  LUZ   CABLE  BLANCO  VERDE.,55,PZA,0,5.0
2911,SOQUET.  OS3  PORTA FUSIBLE VIDRIO CABL. ROJO,605,PZA,0,5.0
2912,SOQUET.  RELAY  5 SAL.  AMARILL.  XINSEN. RY062,365,PZA,0,6.0
2913,SOQUET  RLAY  5  PATAS  NEGRO  RY017,563,PZA,0,6.0
2914,PORTA  FUSIBLE  ROJO  RY029   XINSEN.,404,PZA,0,6.5
2915,INTERRUP.  BOCINA  PEGABLE  NEG. ROJ.  XINSEN  RY033.,1050,PZA,0,5.0
2916,SOQUET.  STOP  TOY.  CORRLL.  1157,605,PZA,0,8.0
2917,SOQUET.  STOP  TOY.  CORRLL.  NEGRO  1156.,605,PZA,0,8.0
2918,INTERRUP.  VENTANA  PAREC.  ORIG.  XINSEN  151.,250,PZA,0,15.0
2919,SOQUET.  METALIC.  PLAT. C.  VERD.  1 C.,200,PZA,0,2.5
2920,SOQUET.  METAL.  PLAT. C.  VERD.  2 C.,200,PZA,0,2.5
2921,CABLE  DE  PARLAN.  XINSEN,10,PZA,0,100.0
2922,BOCINA  BOSCH  CARACOL  BOB90 . YUNDA.,50,PZA,0,60.0
2923,BOCINA  BOSCH  PLANA  BOB100   BOH100  YUNDA.,50,PZA,0,60.0
2924,BOCINA  HELLA BOH110  PLANA  BOH110.  YUNDA.,100,PZA,0,28.0
2925,FLASHER  12V.  81980-12070  166500-0300.,100,PZA,0,19.0
2926,BUL  DE  RETRO  SUZUKI  37610-79502. CAJA  BLANCA.,50,PZA,0,20.0
2927,SWITCH  DE  INYECCION P/DATSUN(CAJA BLANCA/ AMARILL.,50,PZA,0,25.0
2929,FIL. GAS.METAL. 23300-49415  LOBO  C.  AZUL. INY.,50,PZA,0,30.0
2930,BOM.  GAS.  12V  HEP-02 REP133/CAJ.  AZUL/BLAN.,30,PZA,0,90.0
2931,FIL.  GAS.  FILTER  131-261-275 (TP-VW275),497,PZA,0,10.0
2932,FLAS.  ELECTRONIC.  (TP-DU5154-12),50,PZA,0,20.0
2933,CHAP.  PUERTA  TOY. 69051-89106  (TP-EC5452),25,PZA,0,25.0
2934,CHAP.  PUERT.  YOT. 69051-89111  (TP-EC5456),5,PZA,0,25.0
2935,CHAP.  PARA  PUERTA  (TP-EC5457),30,PZA,0,25.0
2936,TAP.  D/BENCINA P/CAMION MERC. BENZ (TP-BO51553),25,PZA,0,35.0
2940,CABLE  P/BAT.  PASA CORRIENTE 800A (TP-OQI800),10,PZA,0,85.0
2941,AGUA  BAT.  DEST.AUTOGUARD LITRO,8,PZA,0,8.0
2942,BAT. TOYO  60AH  N50ZL  SECA,1,PZA,0,562.7000122070312
2943,BAT. TOYO  60AH  N50ZR  SECA,3,PZA,0,562.7000122070312
2944,BAT.  TOYO  54AH  BT54L  SECA,0,PZA,0,479.6099853515625
2945,BAT. TOYO  45AH  NS60L  SECA,1,PZA,0,488.2699890136719
2946,BAT. TOYO  54AH  BT54R  SECA,7,PZA,0,479.6099853515625
2947,BAT. TOYO  70AH  N70L  SECA,-5,PZA,0,623.75
2948,BAT. TOYO  70AH  N70R  SECA,-4,PZA,0,623.75
2949,BAT. TOYO  63AH  BT63L  SECA,0,PZA,0,483.6199951171875
2950,ACEIT .RALLYE TURB. APPR. 10W40  GAL. GAS.,1,PZA,0,155.0
2951,ACEIT. RALLYE TURB. APPR.  20W50  GAL.  GAS,8,PZA,0,155.0
2952,ACEIT. RALLYE  4T  SN  20W50   MOTO LITRO,0,PZA,0,45.0
2953,LIQUIDO  HIDRAULI  RALLYE DXIII  H/M  ATF,0,PZA,0,45.0
2954,TAP.  RAD.  SANKEI  KH-C13  13LBS 0.9  ORIG.,8,PZA,0,48.0
2955,ANTIFRE.COOL. XCEL AMARILL. GAL. SUPER PREMIUN,0,PZA,0,185.7100067138672
2956,ANTI CONGELAN. OPTIMUS LITRO 946 AMARILL.,27,PZA,0,28.0
2957,FIL.  ACEIT. HIGHFIL  PH 10060    (TH76158),20,PZA,0,32.5
2958,FIL.  ELEMEN.  HIGHFIL  31060,25,PZA,0,33.0
2959,ACEIT. RALLYE 10W40  4T  MOTO LITRO,0,PZA,0,45.0
2960,ACEIT.  RALLYE TURB APPR  20W50  LITRO GAS.DIE.,21,PZA,0,46.5
2961,BAT  TOYO  80D31R  80AH  SECA,1,PZA,0,780.0
2963,BAT.  TOYO  N70ZR  75AH  SECA,-1,PZA,0,750.0
2964,BAT. PRAXIS  NS60L  45AMP  12V.,1,PZA,0,0.0
2965,BAT.  PRAXIS  N50Z 60AMP  12V.,0,PZA,0,0.0
2966,BAT.  PRAXIS  N50ZL  60AMP INVERT. 12V.,2,PZA,0,0.0
2967,BAT.  PRAXIS  N70  70AMP  NORMAL  12V.,0,PZA,0,0.0
2968,BAT.  PRAXIS  N70  70AMP  INVERT.  12V.,0,PZA,0,0.0
2969,BAT.  TOYO  N70ZL  SECA   INVERT.,0,PZA,0,790.0
2970,BAT.  TOYO  NS70L  65AH  SECA  12V.,-3,PZA,0,0.0
2971,BAT.  TOYO NS70   65AMP  SECA   NORMAL,-2,PZA,0,0.0
2972,CABLE.  AZUL  Nº 12  ARG.,100,PZA,0,2.299999952316284
2973,REG.  GAUSS  14V. GA 058  IK585  CAM. FORD VW.AGRALE,10,PZA,0,45.0
2974,RELAY  MARILIA ELECTRO. IM-11411 12V 3 ENCH. C/SOP,48,PZA,0,38.86999893188477
2975,LIQ. FRENO  DOT 4 WAGNER  8 OZ  (237 ML),34,PZA,0,26.5
2976,LIQ. FRENO DOT 4   WAGNER DE LITRO,16,PZA,0,67.0999984741211
2978,FIL.  COMBUS. 466987 - 5  FUEL FILTER                 (FILGO),49,PZA,0,18.0
2979,FIL.  AIRE  FDP  IFA - 00010  (17801-0C010) VERSION CHINO  NISSAN CON,2,PZA,0,79.4000015258789
2980,GRASA YPFB NLGI Nº3  MOLIGRAS BALDE,3,PZA,0,504.0
2981,ACEITE  XCEL  GL-5  85W140  BAL.,1,PZA,0,620.0
2982,FIL. ACEIT. FDP  FH 297,12,PZA,0,28.60000038146973
2983,FIL. ACEIT. FDP FH 1104,12,PZA,0,39.0
2984,FIL. ACEIT. FDP FH 1106,12,PZA,0,46.0
